Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
07/06/2022,Massachusetts,2020,20,2020-05-16,1886,1035,17,213,36,29,37,47,23,26,15,204,41,789,743,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,21,2020-05-23,1578,991,11,226,27,37,22,43,16,23,20,221,50,531,488,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,22,2020-05-30,1360,899,11,247,29,30,19,43,13,21,11,186,45,393,359,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,23,2020-06-06,1236,918,14,214,32,33,17,52,20,19,11,209,48,245,215,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,24,2020-06-13,1140,878,11,213,32,31,24,40,,28,10,188,32,182,156,,,,,,,,,Suppressed (counts 1-9),,,,,,
07/06/2022,Massachusetts,2020,25,2020-06-20,1129,920,15,231,18,33,20,41,13,18,10,195,41,132,110,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,26,2020-06-27,1084,902,13,243,21,29,17,39,13,22,,191,35,97,74,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2020,27,2020-07-04,1048,899,17,218,31,29,13,49,13,14,10,191,44,69,52,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,28,2020-07-11,1047,904,13,234,22,20,,40,13,16,13,226,30,59,42,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,29,2020-07-18,1060,935,17,222,31,26,11,42,14,30,14,212,31,35,26,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,30,2020-07-25,1089,958,12,252,36,23,10,31,22,21,12,201,38,37,27,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,31,2020-08-01,1022,899,14,236,26,32,,31,14,22,14,174,51,32,23,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,32,2020-08-08,996,872,15,247,23,27,,25,15,20,11,190,48,28,18,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,33,2020-08-15,1049,912,10,245,23,23,13,35,24,18,16,189,34,23,19,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,34,2020-08-22,1037,940,16,231,37,36,,37,12,25,15,193,44,33,23,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,35,2020-08-29,1059,950,16,241,28,19,,40,16,22,11,212,41,26,16,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,36,2020-09-05,1014,909,14,208,34,31,,44,21,17,14,201,42,19,12,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,37,2020-09-12,1012,896,16,225,26,23,13,37,11,19,12,199,25,22,13,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,38,2020-09-19,1094,985,12,229,30,32,18,49,15,18,12,236,51,27,21,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,39,2020-09-26,1125,1025,13,287,15,31,15,35,18,24,,232,43,24,17,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2020,40,2020-10-03,1105,989,13,234,35,30,20,35,16,21,10,240,37,27,20,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,41,2020-10-10,1101,976,19,260,26,31,18,36,15,26,,205,28,28,23,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2020,42,2020-10-17,1131,989,12,227,38,40,20,40,16,25,11,242,47,46,39,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,43,2020-10-24,1196,1058,16,271,32,33,,47,13,21,15,245,52,59,52,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2020,44,2020-10-31,1089,960,15,243,25,32,20,49,16,19,,223,43,54,45,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2020,45,2020-11-07,1218,1060,17,259,27,37,17,50,20,19,11,213,40,80,69,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,46,2020-11-14,1234,1057,14,266,32,26,28,47,15,19,11,222,53,91,78,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,47,2020-11-21,1214,1017,18,256,17,42,21,41,19,17,13,236,41,117,102,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,48,2020-11-28,1261,1012,10,232,27,42,19,51,13,26,14,227,42,153,134,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,49,2020-12-05,1331,1047,16,259,26,31,19,50,23,29,17,248,37,215,190,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,50,2020-12-12,1351,1025,16,226,27,29,24,45,21,21,21,234,41,257,230,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,51,2020-12-19,1426,1070,17,233,35,29,19,33,16,21,16,252,47,293,273,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,52,2020-12-26,1552,1118,21,261,29,47,24,47,15,20,14,245,46,361,328,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2020,53,2021-01-02,1526,1066,24,250,23,38,18,47,15,20,13,242,39,385,351,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,1,2021-01-09,1557,1095,22,240,34,41,22,37,14,38,16,254,44,391,360,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,2,2021-01-16,1558,1117,22,254,42,26,14,49,25,30,15,277,35,396,357,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,3,2021-01-23,1529,1083,17,242,35,33,21,44,18,26,12,255,44,394,348,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,4,2021-01-30,1571,1123,17,229,39,37,17,43,19,25,13,258,48,369,346,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,5,2021-02-06,1504,1134,17,275,34,32,18,45,19,28,15,238,48,296,259,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,6,2021-02-13,1363,1068,14,236,35,22,23,49,26,32,13,240,49,206,185,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,7,2021-02-20,1342,1089,18,225,27,35,21,47,23,20,13,225,59,184,158,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,8,2021-02-27,1269,1029,13,239,26,44,19,48,21,32,12,212,43,164,136,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,9,2021-03-06,1220,1019,19,247,29,26,16,57,24,15,13,224,48,115,96,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,10,2021-03-13,1213,1020,17,234,41,37,16,36,16,25,14,252,46,92,75,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,11,2021-03-20,1202,1000,24,237,28,25,18,39,19,23,10,234,49,88,72,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,12,2021-03-27,1169,999,16,250,27,29,11,47,28,23,15,214,60,79,66,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,13,2021-04-03,1121,955,16,243,28,27,21,32,20,27,12,221,36,78,64,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,14,2021-04-10,1115,964,10,215,34,42,,34,17,26,13,227,40,61,52,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2021,15,2021-04-17,1139,980,17,213,25,29,13,39,12,21,18,231,57,61,53,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,16,2021-04-24,1102,948,15,256,20,19,17,40,22,28,10,198,40,59,45,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,17,2021-05-01,1114,960,17,238,26,32,13,52,19,30,,233,33,66,61,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2021,18,2021-05-08,1137,967,10,262,36,21,,48,10,21,11,195,46,55,45,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2021,19,2021-05-15,1105,967,20,243,31,27,17,42,15,18,16,228,43,51,46,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,20,2021-05-22,1163,1008,21,259,23,30,15,47,16,30,16,199,44,50,47,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,21,2021-05-29,1068,953,18,232,24,27,15,37,18,19,12,221,47,32,26,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,22,2021-06-05,1078,947,10,223,23,32,11,55,12,25,11,224,34,27,26,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,23,2021-06-12,1082,962,17,246,30,29,17,44,10,23,14,221,30,23,19,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,24,2021-06-19,1018,902,10,251,32,33,,35,18,20,12,198,35,18,12,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2021,25,2021-06-26,1063,942,13,242,21,26,14,40,23,17,,211,42,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Massachusetts,2021,26,2021-07-03,1056,959,18,228,26,27,,41,22,30,,218,48,16,12,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2021,27,2021-07-10,1133,1007,23,260,27,26,12,47,16,22,14,250,42,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Massachusetts,2021,28,2021-07-17,1030,923,13,223,25,27,10,55,25,22,14,208,29,13,11,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,29,2021-07-24,1114,1001,15,245,27,24,10,57,28,20,16,226,48,25,19,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,30,2021-07-31,1118,993,15,245,31,23,,35,20,21,25,233,39,17,14,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2021,31,2021-08-07,1139,1009,15,247,27,22,14,50,18,22,19,213,43,18,16,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,32,2021-08-14,1102,966,15,252,25,25,10,46,18,16,22,223,49,39,30,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,33,2021-08-21,1131,993,19,273,20,22,14,47,11,24,21,222,38,34,32,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,34,2021-08-28,1132,966,16,252,26,23,13,46,16,29,18,204,34,47,44,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,35,2021-09-04,1153,977,19,252,22,25,12,43,19,24,15,211,36,67,60,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,36,2021-09-11,1198,1027,29,248,25,30,16,38,27,16,22,245,40,77,70,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,37,2021-09-18,1156,984,17,238,41,25,20,49,16,18,18,219,33,74,68,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,38,2021-09-25,1161,962,15,242,31,21,11,34,17,24,19,237,38,88,81,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,39,2021-10-02,1209,1019,11,252,26,21,18,49,24,18,18,226,27,100,89,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,40,2021-10-09,1191,1028,13,247,33,26,14,50,16,17,22,224,51,84,72,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,41,2021-10-16,1241,1075,18,254,20,32,25,39,28,24,10,242,47,69,60,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,42,2021-10-23,1233,1060,17,228,28,27,15,62,22,23,11,257,54,78,67,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,43,2021-10-30,1249,1063,10,242,28,25,20,52,28,24,15,272,30,64,61,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,44,2021-11-06,1292,1108,19,243,42,27,17,64,28,23,18,213,40,76,70,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,45,2021-11-13,1285,1123,12,273,38,37,21,46,18,25,14,230,58,73,64,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,46,2021-11-20,1267,1124,23,258,33,39,14,59,20,20,24,236,58,72,66,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,47,2021-11-27,1270,1079,15,263,30,39,17,58,24,20,18,239,51,102,90,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,48,2021-12-04,1340,1088,17,228,34,37,18,52,20,26,17,249,49,139,127,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,49,2021-12-11,1453,1188,21,275,36,31,25,53,23,21,17,273,43,145,135,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,50,2021-12-18,1364,1093,18,253,37,34,22,50,22,39,11,231,43,170,158,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,51,2021-12-25,1409,1141,18,235,32,45,28,50,29,31,14,279,40,187,173,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2021,52,2022-01-01,1487,1147,28,236,30,36,24,58,20,29,19,244,59,260,231,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,1,2022-01-08,1340,992,20,209,21,36,22,40,32,25,16,235,38,287,250,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,2,2022-01-15,1501,1132,15,224,34,39,25,42,25,27,14,270,55,322,267,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,3,2022-01-22,1689,1229,26,264,31,36,19,59,27,33,14,285,62,420,351,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,4,2022-01-29,1622,1218,21,243,48,34,20,54,25,29,19,282,60,364,297,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,5,2022-02-05,1496,1134,29,233,38,29,17,47,15,29,18,262,52,289,239,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,6,2022-02-12,1258,1017,13,226,27,34,17,35,13,24,24,244,53,179,149,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,7,2022-02-19,1195,1021,,238,28,23,14,38,25,34,,245,38,116,78,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Massachusetts,2022,8,2022-02-26,1174,1009,17,230,30,27,16,43,18,25,19,225,43,89,64,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,9,2022-03-05,1029,929,16,227,26,27,,37,13,23,24,208,45,46,28,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2022,10,2022-03-12,992,907,12,203,32,20,16,33,20,25,18,207,39,38,21,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,11,2022-03-19,1005,926,13,215,28,24,18,43,21,22,20,202,41,34,20,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,12,2022-03-26,1088,1018,16,213,34,21,18,36,26,28,17,234,43,29,20,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,13,2022-04-02,1071,1014,22,228,22,33,19,41,25,26,25,229,46,30,15,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,14,2022-04-09,960,904,19,193,22,26,22,35,14,21,60,188,34,23,18,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,15,2022-04-16,1072,1008,14,206,15,30,20,44,20,27,62,213,43,29,18,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,16,2022-04-23,1026,972,11,225,36,24,12,39,27,31,63,205,46,30,17,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,17,2022-04-30,1110,1071,24,243,26,36,22,36,15,18,99,221,36,24,15,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,18,2022-05-07,1084,1037,13,230,23,23,15,39,18,30,113,202,29,30,24,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,19,2022-05-14,1129,1059,11,217,28,28,20,55,20,27,114,205,44,55,45,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,20,2022-05-21,1076,1005,16,231,20,26,13,60,15,20,110,195,30,65,55,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,21,2022-05-28,1051,1005,12,244,29,22,19,38,12,22,121,175,38,47,33,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,22,2022-06-04,1081,1048,23,243,26,20,18,54,16,23,136,181,37,41,29,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,23,2022-06-11,1019,991,16,226,20,33,,38,18,15,130,179,32,43,28,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Massachusetts,2022,24,2022-06-18,935,904,17,198,18,29,14,39,14,32,109,171,33,41,31,,,,,,,,,,,,,,,
07/06/2022,Massachusetts,2022,25,2022-06-25,804,791,13,169,20,18,14,38,18,24,84,152,20,20,13,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,1,2020-01-04,2015,1863,34,401,63,80,42,133,21,39,10,513,114,0,0,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,2,2020-01-11,2065,1924,23,414,62,85,38,161,37,40,,505,114,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,3,2020-01-18,1936,1797,24,381,49,92,42,123,22,40,12,493,127,0,0,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,4,2020-01-25,2012,1881,22,451,78,83,36,120,28,35,11,497,131,0,0,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,5,2020-02-01,2004,1863,30,403,69,94,46,142,25,48,,514,82,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,6,2020-02-08,1940,1785,23,368,57,78,54,119,31,40,14,504,118,0,0,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,7,2020-02-15,2014,1865,30,425,65,92,55,110,33,46,12,531,111,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Michigan,2020,8,2020-02-22,2056,1896,25,404,66,84,61,129,28,41,10,542,127,0,0,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,9,2020-02-29,1973,1805,28,383,54,100,50,125,16,38,13,522,116,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Michigan,2020,10,2020-03-07,1988,1821,27,397,53,77,53,135,30,47,,499,106,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,11,2020-03-14,1955,1799,24,360,57,81,60,133,27,45,,502,98,,0,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),
07/06/2022,Michigan,2020,12,2020-03-21,2036,1877,32,394,67,80,64,101,18,44,11,536,112,22,18,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,13,2020-03-28,2432,2069,28,446,77,98,76,137,32,44,,584,120,239,229,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,14,2020-04-04,3117,2314,35,431,100,126,99,148,22,46,18,672,139,684,659,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,15,2020-04-11,3385,2298,23,394,87,143,66,134,32,37,,684,137,981,932,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,16,2020-04-18,3159,2076,28,392,85,118,50,128,28,35,16,621,116,981,932,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,17,2020-04-25,2806,1918,26,379,86,101,51,126,29,34,14,536,116,784,734,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,18,2020-05-02,2588,1863,29,345,76,131,33,129,19,39,12,532,111,596,558,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,19,2020-05-09,2241,1662,17,387,73,88,36,103,25,31,14,458,91,450,414,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,20,2020-05-16,2160,1731,15,350,76,96,37,86,21,32,10,477,133,290,262,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,21,2020-05-23,2012,1640,17,380,57,87,25,84,14,31,,465,101,231,206,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,22,2020-05-30,1962,1635,20,350,56,71,26,86,24,22,15,474,102,173,150,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,23,2020-06-06,2000,1693,28,393,53,75,22,92,18,36,,475,112,118,107,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,24,2020-06-13,1860,1631,28,374,67,75,17,84,16,38,17,457,103,77,66,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,25,2020-06-20,1885,1636,17,390,58,95,26,89,15,37,10,475,79,58,49,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,26,2020-06-27,1918,1682,18,393,59,80,27,95,22,28,13,446,110,49,37,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,27,2020-07-04,1984,1716,21,402,78,95,14,99,18,37,13,469,108,42,32,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,28,2020-07-11,1890,1683,25,406,54,76,19,79,15,37,,471,94,42,33,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,29,2020-07-18,1879,1668,22,415,50,83,15,115,19,34,25,459,88,36,26,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,30,2020-07-25,1891,1678,30,384,52,86,23,91,21,39,15,464,104,37,25,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,31,2020-08-01,1969,1733,31,403,53,78,17,104,21,42,17,480,94,57,48,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,32,2020-08-08,1868,1690,16,351,49,74,23,96,15,33,16,516,103,45,37,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,33,2020-08-15,2025,1791,25,416,48,74,26,94,31,29,18,533,113,63,53,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,34,2020-08-22,1926,1690,24,390,57,94,23,95,26,24,12,450,92,57,46,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,35,2020-08-29,1936,1711,26,424,55,84,23,95,17,40,12,439,98,61,53,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,36,2020-09-05,1959,1734,20,434,56,89,17,93,21,31,14,460,98,54,48,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,37,2020-09-12,1942,1746,19,390,74,76,22,89,11,37,13,472,117,41,31,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,38,2020-09-19,1905,1710,27,393,57,66,19,91,25,41,11,494,96,56,49,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,39,2020-09-26,2006,1784,23,404,44,102,21,103,17,26,13,490,99,52,47,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,40,2020-10-03,2033,1783,20,383,77,89,36,100,16,32,,497,109,78,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,41,2020-10-10,2146,1888,23,471,57,107,30,104,24,29,14,507,117,86,72,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,42,2020-10-17,2029,1746,12,389,49,85,27,103,31,38,12,483,109,126,116,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,43,2020-10-24,2207,1899,18,413,64,107,28,96,29,26,11,550,124,165,148,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,44,2020-10-31,2176,1847,20,451,55,83,22,84,18,37,12,500,119,170,151,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,45,2020-11-07,2347,1898,29,380,73,102,34,93,22,47,18,553,110,285,259,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,46,2020-11-14,2427,1883,25,428,58,98,29,103,30,34,14,524,93,395,358,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,47,2020-11-21,2623,1925,18,421,74,107,20,98,22,39,11,551,117,570,508,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,48,2020-11-28,2661,1910,27,411,69,106,30,90,15,35,13,524,130,664,597,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,49,2020-12-05,2805,1937,31,425,57,122,32,92,27,34,11,572,115,778,696,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,50,2020-12-12,2958,2017,17,420,84,113,45,109,24,42,11,569,124,829,763,,,,,,,,,,,,,,,
07/06/2022,Michigan,2020,51,2020-12-19,2766,1897,27,408,62,125,30,93,18,27,,556,129,783,705,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,52,2020-12-26,2633,1857,25,390,72,94,28,91,33,34,,505,135,648,582,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Michigan,2020,53,2021-01-02,2554,1892,23,389,90,96,28,102,30,35,13,517,113,540,485,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,1,2021-01-09,2356,1765,18,388,69,108,26,88,23,44,10,502,111,488,437,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,2,2021-01-16,2397,1851,23,416,61,92,22,103,15,49,16,525,106,421,365,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,3,2021-01-23,2345,1867,23,407,74,93,24,96,25,47,11,524,118,360,319,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,4,2021-01-30,2191,1807,20,387,67,73,33,101,15,41,12,517,119,270,240,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,5,2021-02-06,2291,1888,18,391,73,88,26,113,19,53,10,540,118,271,224,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,6,2021-02-13,2080,1780,24,370,67,86,31,102,25,43,10,486,118,176,136,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,7,2021-02-20,2101,1841,25,396,97,88,21,99,21,32,12,499,112,148,127,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,8,2021-02-27,2065,1798,30,440,59,84,12,86,20,40,12,490,95,116,91,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,9,2021-03-06,2023,1779,25,389,59,83,29,111,26,33,12,466,114,98,78,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,10,2021-03-13,1867,1638,26,384,58,77,18,94,27,35,13,468,92,92,73,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,11,2021-03-20,2014,1750,31,379,58,68,20,103,17,25,14,524,126,117,90,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,12,2021-03-27,2093,1756,16,419,77,55,20,98,23,38,11,497,104,169,149,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,13,2021-04-03,2052,1681,23,398,66,85,19,96,24,30,11,468,100,238,204,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,14,2021-04-10,2335,1848,17,389,65,69,36,97,26,36,17,545,116,323,283,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,15,2021-04-17,2277,1743,10,407,57,73,22,95,22,47,13,492,120,422,373,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,16,2021-04-24,2407,1756,19,388,69,71,20,101,22,41,14,509,108,495,454,,,,,,,,,,,,,,,
07/06/2022,Michigan,2021,17,2021-05-01,2324,1747,20,380,68,73,19,86,21,34,12,475,113,439,398,,,,,,,,,,,,,,,
