Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
07/06/2022,Illinois,2021,18,2021-05-08,2156,1747,31,395,55,68,30,84,19,42,17,464,122,211,191,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,19,2021-05-15,2132,1767,28,396,66,67,28,74,18,44,26,479,117,179,162,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,20,2021-05-22,2219,1850,25,450,53,83,24,95,22,44,22,461,114,188,167,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,21,2021-05-29,2030,1710,27,380,52,54,29,79,23,34,23,450,104,127,110,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,22,2021-06-05,2186,1844,32,438,68,65,28,86,20,46,28,482,103,120,112,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,23,2021-06-12,2121,1793,22,425,50,71,30,102,31,41,22,425,126,103,97,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,24,2021-06-19,2035,1754,37,393,63,70,25,89,27,57,18,449,121,72,60,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,25,2021-06-26,1997,1748,28,434,58,55,24,86,31,45,25,443,111,62,54,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,26,2021-07-03,2058,1809,35,473,66,64,26,80,32,36,22,455,123,45,34,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,27,2021-07-10,2102,1844,24,437,56,69,27,102,35,43,32,471,113,45,40,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,28,2021-07-17,2110,1863,30,462,64,55,39,97,31,48,21,437,119,43,39,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,29,2021-07-24,2079,1810,29,458,52,76,23,86,28,46,30,453,110,45,36,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,30,2021-07-31,2071,1786,21,423,53,58,24,87,24,56,23,470,110,77,69,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,31,2021-08-07,2117,1783,36,440,44,70,23,95,27,50,21,445,119,96,87,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,32,2021-08-14,2176,1867,24,448,61,70,30,82,35,44,26,458,109,121,112,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,33,2021-08-21,2266,1845,33,430,63,52,31,91,21,54,28,453,108,200,190,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,34,2021-08-28,2301,1873,20,446,67,89,25,93,29,46,25,470,110,224,205,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,35,2021-09-04,2365,1891,33,451,53,87,28,98,24,50,35,471,107,253,237,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,36,2021-09-11,2382,1869,23,437,83,75,35,96,28,46,20,475,106,295,268,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,37,2021-09-18,2289,1815,25,441,76,83,32,101,30,44,20,450,110,280,259,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,38,2021-09-25,2322,1891,29,468,66,78,30,100,35,46,30,434,135,238,217,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,39,2021-10-02,2365,1929,36,464,60,63,35,96,31,45,29,503,125,249,222,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,40,2021-10-09,2332,1930,33,507,46,92,22,76,23,45,21,504,129,205,187,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,41,2021-10-16,2184,1810,32,411,57,77,31,72,23,63,22,458,118,211,190,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,42,2021-10-23,2413,2022,37,476,62,77,34,95,38,52,16,520,143,198,182,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,43,2021-10-30,2336,1961,31,433,70,91,38,83,33,49,30,478,143,184,168,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,44,2021-11-06,2378,2003,41,481,50,79,29,128,25,51,34,489,119,156,141,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,45,2021-11-13,2401,2026,34,400,73,83,31,100,34,64,29,523,139,164,144,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,46,2021-11-20,2392,2011,26,480,72,93,32,80,33,54,27,516,137,193,179,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,47,2021-11-27,2525,2126,35,473,84,75,43,92,38,55,37,540,143,233,206,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,48,2021-12-04,2555,2098,37,477,73,99,34,103,30,39,38,532,149,284,254,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,49,2021-12-11,2673,2140,33,486,69,80,37,96,32,47,30,568,143,365,334,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,50,2021-12-18,2669,2071,28,456,70,78,36,86,31,49,20,578,145,452,410,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,51,2021-12-25,2821,2095,30,473,61,87,36,116,28,64,39,530,135,554,522,,,,,,,,,,,,,,,
07/06/2022,Illinois,2021,52,2022-01-01,2983,2202,39,454,93,89,50,111,31,76,33,574,140,628,578,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,1,2022-01-08,3370,2356,42,469,108,89,50,131,42,76,45,613,147,892,820,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,2,2022-01-15,3442,2364,43,464,94,110,39,117,35,61,45,636,135,952,870,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,3,2022-01-22,3297,2252,33,452,77,109,43,121,36,63,37,576,136,973,859,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,4,2022-01-29,3021,2112,34,437,67,115,29,92,33,54,42,541,144,784,699,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,5,2022-02-05,2753,2114,28,458,87,85,31,103,34,52,34,566,125,555,470,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,6,2022-02-12,2724,2137,36,436,70,93,28,101,36,56,40,559,133,455,374,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,7,2022-02-19,2487,2034,41,436,59,97,28,105,29,51,32,529,138,321,258,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,8,2022-02-26,2270,1930,36,430,74,82,34,84,20,57,23,473,138,206,157,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,9,2022-03-05,2181,1905,35,438,59,82,32,102,36,63,34,451,130,146,112,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,10,2022-03-12,2147,1884,34,394,60,69,35,100,29,45,43,494,121,118,92,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,11,2022-03-19,2178,1955,24,474,57,69,34,102,29,51,43,520,113,73,57,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,12,2022-03-26,2022,1838,27,422,40,61,37,90,34,69,42,453,106,62,44,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,13,2022-04-02,2011,1856,32,435,49,64,23,96,29,62,54,452,116,40,28,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,14,2022-04-09,1999,1852,33,412,58,72,31,85,25,46,46,495,117,45,28,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,15,2022-04-16,2076,1942,33,431,70,75,28,104,30,50,52,524,113,38,27,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,16,2022-04-23,1968,1849,27,417,66,53,21,82,27,51,59,478,116,37,21,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,17,2022-04-30,1965,1854,25,410,59,69,34,98,28,62,77,452,121,42,19,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,18,2022-05-07,1969,1862,18,424,57,86,29,92,34,59,63,467,112,52,35,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,19,2022-05-14,1953,1853,23,413,63,71,39,92,25,49,75,448,120,55,34,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,20,2022-05-21,1816,1749,28,372,42,76,20,106,27,57,113,395,117,47,28,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,21,2022-05-28,1860,1789,32,407,53,78,27,84,35,50,125,410,100,66,51,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,22,2022-06-04,1843,1800,23,387,61,68,19,87,26,42,165,436,100,56,39,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,23,2022-06-11,1799,1754,30,410,61,67,23,83,24,50,142,399,107,70,45,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,24,2022-06-18,1832,1786,40,384,48,69,33,95,32,52,153,355,115,77,46,,,,,,,,,,,,,,,
07/06/2022,Illinois,2022,25,2022-06-25,1707,1670,22,398,46,48,23,90,25,48,167,365,108,63,37,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,1,2020-01-04,1470,1357,27,258,47,51,42,115,30,40,10,335,60,0,0,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,2,2020-01-11,1386,1258,21,243,40,54,37,110,27,29,,317,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,3,2020-01-18,1389,1277,28,285,49,51,22,95,20,36,,316,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,4,2020-01-25,1422,1304,27,270,55,55,27,110,17,34,,315,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,5,2020-02-01,1380,1282,25,296,51,48,21,83,29,39,,294,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,6,2020-02-08,1363,1257,27,267,48,61,29,100,21,22,,296,80,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,7,2020-02-15,1429,1325,21,275,40,62,25,112,26,29,11,324,64,0,0,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,8,2020-02-22,1412,1301,24,293,37,56,26,99,22,31,,306,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,9,2020-02-29,1449,1325,30,272,48,60,39,107,23,37,,319,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,10,2020-03-07,1372,1256,19,259,43,72,33,97,24,32,15,319,73,0,0,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,11,2020-03-14,1407,1302,22,307,36,49,43,110,23,37,,301,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,12,2020-03-21,1329,1208,14,248,44,61,28,95,32,26,12,273,72,15,14,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,13,2020-03-28,1486,1344,24,305,52,63,40,96,22,33,,294,65,52,48,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,14,2020-04-04,1581,1329,33,250,67,74,36,107,28,30,11,290,61,160,148,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,15,2020-04-11,1633,1282,17,241,51,67,27,113,27,28,,324,64,238,230,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,16,2020-04-18,1510,1165,20,257,40,48,21,72,22,26,,308,66,274,254,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,17,2020-04-25,1597,1192,23,256,38,66,28,83,23,28,,282,69,312,286,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,18,2020-05-02,1537,1146,12,246,35,64,20,99,19,32,,256,57,294,275,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,19,2020-05-09,1583,1194,23,254,50,58,17,72,13,25,,284,66,263,244,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,20,2020-05-16,1572,1196,18,262,55,54,13,91,22,28,,265,66,257,239,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,21,2020-05-23,1474,1159,12,239,41,47,15,75,17,24,,306,57,201,181,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,22,2020-05-30,1383,1111,20,248,37,43,10,92,20,22,,294,58,146,136,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,23,2020-06-06,1396,1139,22,246,54,47,,82,13,28,,288,54,139,128,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,24,2020-06-13,1392,1147,23,256,55,56,,79,16,20,,280,60,127,114,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,25,2020-06-20,1353,1104,19,242,41,50,16,65,14,30,,261,65,115,104,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,26,2020-06-27,1380,1175,17,274,60,42,15,65,16,18,,287,56,83,64,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,27,2020-07-04,1345,1151,24,272,46,55,12,80,18,17,,294,61,66,57,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,28,2020-07-11,1352,1125,20,245,45,46,11,66,16,26,,287,57,82,73,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,29,2020-07-18,1383,1196,32,271,42,50,10,73,22,27,11,286,60,64,59,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,30,2020-07-25,1318,1124,21,263,55,40,16,83,14,28,11,242,60,77,66,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,31,2020-08-01,1367,1148,23,277,57,46,17,82,21,35,13,248,57,79,68,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,32,2020-08-08,1344,1146,24,268,39,44,12,64,21,28,,281,46,77,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,33,2020-08-15,1372,1175,17,247,54,39,10,92,17,37,,296,49,102,92,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,34,2020-08-22,1359,1144,15,232,42,67,13,84,19,28,,293,45,98,90,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,35,2020-08-29,1356,1161,26,252,39,48,11,89,17,20,,266,60,79,69,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,36,2020-09-05,1271,1076,19,242,36,51,13,67,22,20,10,263,59,74,67,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,37,2020-09-12,1343,1131,31,270,50,40,11,81,18,30,,268,58,90,79,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,38,2020-09-19,1409,1199,19,269,48,52,13,82,20,31,,272,53,99,87,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,39,2020-09-26,1441,1205,20,264,44,56,10,75,22,30,10,276,71,101,87,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,40,2020-10-03,1411,1158,20,248,49,60,13,76,20,20,10,269,56,148,123,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,41,2020-10-10,1442,1188,22,251,41,49,11,75,20,25,,306,76,142,125,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,42,2020-10-17,1524,1200,18,271,37,42,12,76,,28,,304,89,202,189,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,43,2020-10-24,1513,1179,25,261,35,43,23,83,28,24,10,280,63,209,189,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,44,2020-10-31,1600,1212,28,255,46,55,23,94,17,29,10,283,59,264,249,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,45,2020-11-07,1655,1247,23,251,54,52,10,84,24,28,14,296,66,336,292,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,46,2020-11-14,1721,1258,22,263,50,48,24,88,26,34,,306,67,378,343,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,47,2020-11-21,1936,1305,20,279,54,60,18,98,21,27,,301,59,543,497,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,48,2020-11-28,2015,1341,34,250,52,72,18,89,17,36,13,349,68,614,560,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,49,2020-12-05,1943,1238,19,260,52,58,18,76,22,24,,325,65,640,589,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,50,2020-12-12,2118,1321,20,256,66,56,18,103,23,33,13,314,75,741,670,,,,,,,,,,,,,,,
07/06/2022,Indiana,2020,51,2020-12-19,2060,1288,18,261,55,68,24,85,26,31,,318,71,690,630,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,52,2020-12-26,2010,1331,24,282,59,58,18,96,17,24,,317,64,616,548,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2020,53,2021-01-02,2052,1323,27,253,55,52,21,97,20,30,12,321,74,662,595,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,1,2021-01-09,1984,1340,17,297,60,48,21,93,21,40,,330,66,556,501,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,2,2021-01-16,1914,1347,21,268,57,59,16,75,19,40,10,353,86,488,442,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,3,2021-01-23,1794,1273,19,275,65,53,22,55,23,31,12,292,73,428,372,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,4,2021-01-30,1624,1174,24,265,55,52,25,78,24,35,11,268,46,379,333,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,5,2021-02-06,1607,1239,17,254,58,38,11,91,19,30,12,314,67,294,247,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,6,2021-02-13,1512,1230,17,270,53,39,,92,29,27,,298,70,196,162,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,7,2021-02-20,1467,1227,20,265,43,45,12,80,14,32,,313,66,159,125,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,8,2021-02-27,1439,1211,24,298,48,40,14,71,17,32,,284,73,131,102,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,9,2021-03-06,1415,1203,22,272,45,43,15,80,29,34,,306,62,109,76,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,10,2021-03-13,1378,1183,25,251,57,49,13,86,19,23,,318,62,81,57,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,11,2021-03-20,1305,1119,25,249,50,32,,68,15,30,,264,69,60,39,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,12,2021-03-27,1299,1125,19,251,47,44,11,66,29,30,12,265,66,56,41,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,13,2021-04-03,1278,1128,15,249,46,43,10,90,21,27,,254,61,61,44,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,14,2021-04-10,1374,1185,14,259,54,32,11,82,21,31,12,280,64,59,41,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,15,2021-04-17,1395,1178,25,272,51,37,17,79,14,26,12,265,79,80,63,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,16,2021-04-24,1285,1110,22,251,53,36,10,62,28,30,,275,52,58,46,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,17,2021-05-01,1362,1160,14,263,40,36,,77,21,27,,290,62,76,64,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,18,2021-05-08,1321,1116,16,268,37,37,15,81,18,31,,273,67,84,64,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,19,2021-05-15,1291,1092,,258,51,28,15,66,23,25,10,283,65,83,68,,,Suppressed (counts 1-9),,,,,,,,,,,,
07/06/2022,Indiana,2021,20,2021-05-22,1360,1139,15,258,49,47,12,75,22,17,,277,68,86,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,21,2021-05-29,1331,1140,12,241,36,35,11,78,21,22,16,325,56,77,65,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,22,2021-06-05,1405,1186,19,263,44,42,,78,24,24,,305,73,73,63,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,23,2021-06-12,1304,1104,22,292,55,35,17,72,18,21,,245,58,56,44,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,24,2021-06-19,1412,1213,15,291,56,43,10,81,27,25,,285,66,49,36,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,25,2021-06-26,1281,1126,16,266,41,42,12,74,33,27,,275,67,45,36,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,26,2021-07-03,1297,1137,12,256,41,37,,82,21,20,13,258,70,32,27,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Indiana,2021,27,2021-07-10,1338,1161,24,262,34,40,15,79,18,26,13,281,58,38,30,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,28,2021-07-17,1296,1141,12,265,48,43,18,74,27,21,,257,78,32,23,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,29,2021-07-24,1258,1088,17,243,42,38,13,69,24,20,,267,63,31,23,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,30,2021-07-31,1349,1159,12,284,52,49,16,73,19,28,,283,53,51,39,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,31,2021-08-07,1359,1139,17,251,42,43,14,78,28,28,,292,54,77,67,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,32,2021-08-14,1440,1199,21,260,56,39,13,96,25,34,,280,60,109,101,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,33,2021-08-21,1497,1204,15,287,48,41,18,92,28,25,11,281,67,167,157,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,34,2021-08-28,1547,1206,24,271,52,40,10,85,25,31,,314,56,204,186,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,35,2021-09-04,1545,1179,31,285,46,47,,85,15,22,,271,65,227,208,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,36,2021-09-11,1680,1225,21,272,36,45,13,84,25,33,11,289,71,312,291,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,37,2021-09-18,1705,1248,12,280,54,51,14,103,20,22,,303,74,327,297,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,38,2021-09-25,1731,1251,16,277,54,59,10,81,23,25,,292,71,335,312,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,39,2021-10-02,1696,1242,17,257,48,34,12,82,23,21,,298,74,303,284,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,40,2021-10-09,1627,1255,18,293,64,36,22,96,19,19,,311,52,276,250,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,41,2021-10-16,1607,1251,20,276,41,40,18,86,25,25,,309,65,248,221,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,42,2021-10-23,1567,1232,23,269,48,48,10,93,22,16,14,294,73,225,206,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,43,2021-10-30,1631,1324,20,296,52,53,14,77,23,42,,306,85,192,169,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,44,2021-11-06,1603,1263,15,279,50,56,19,90,27,21,10,294,69,203,179,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,45,2021-11-13,1619,1290,13,251,55,49,14,85,28,38,12,342,68,197,180,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,46,2021-11-20,1652,1313,20,280,34,39,10,103,25,34,,339,62,201,182,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,47,2021-11-27,1697,1327,16,246,50,48,17,93,29,33,11,327,74,244,217,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,48,2021-12-04,1696,1269,12,279,71,38,20,91,25,25,12,314,53,301,281,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,49,2021-12-11,1849,1350,15,289,49,46,18,93,23,23,,358,90,400,363,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,50,2021-12-18,1876,1353,16,265,50,61,29,105,21,39,11,333,69,432,402,,,,,,,,,,,,,,,
07/06/2022,Indiana,2021,51,2021-12-25,1880,1304,20,260,59,42,19,110,22,23,,333,72,471,430,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2021,52,2022-01-01,1829,1267,17,256,54,51,19,84,29,30,,310,62,485,446,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,1,2022-01-08,1900,1331,13,249,73,44,20,110,21,23,,347,60,472,419,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,2,2022-01-15,2096,1448,24,303,55,71,16,96,26,40,,354,77,579,519,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,3,2022-01-22,1968,1361,12,279,63,43,25,101,19,52,12,326,99,558,492,,,,,,,,,,,,,,,
07/06/2022,Indiana,2022,4,2022-01-29,1926,1369,22,269,58,53,22,96,26,39,,328,78,500,434,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,5,2022-02-05,1809,1335,14,259,62,52,22,89,22,26,,347,62,406,340,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,6,2022-02-12,1704,1283,17,252,63,47,17,92,23,33,,315,69,343,295,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,7,2022-02-19,1606,1232,18,271,42,50,14,87,32,36,,284,74,296,250,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,8,2022-02-26,1572,1287,20,273,43,31,14,80,22,43,,325,86,182,144,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,9,2022-03-05,1448,1206,19,248,35,53,18,71,16,28,,309,74,137,103,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,10,2022-03-12,1339,1146,15,280,44,39,13,68,16,28,,293,61,116,87,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Indiana,2022,11,2022-03-19,1349,1175,15,245,47,52,,88,17,24,10,279,64,64,41,,,,,,,Suppressed (counts 1-9),,,,,,,,
